date,location_slug,rain_mm
2013-11-02,gpm3,0.0
2013-11-02,gpm4,0.175
2013-11-02,gpm5,0.0
2013-11-02,gpm6,0.0
2013-11-03,gpm1,0.245
2013-11-03,gpm2,0.55
2013-11-03,gpm3,1.235
2013-11-03,gpm4,0.445
2013-11-03,gpm5,0.525
2013-11-03,gpm6,0.51
2013-11-04,gpm1,1.135
2013-11-04,gpm2,0.95
2013-11-04,gpm3,1.155
2013-11-04,gpm4,1.725
2013-11-04,gpm5,2.44
2013-11-04,gpm6,3.505
2013-11-05,gpm1,0.005
2013-11-05,gpm2,0.02
2013-11-05,gpm3,0.0
2013-11-05,gpm4,0.985
2013-11-05,gpm5,0.58
2013-11-05,gpm6,0.0
2013-11-06,gpm1,2.05
2013-11-06,gpm2,1.45
2013-11-06,gpm3,2.035
2013-11-06,gpm4,2.96
2013-11-06,gpm5,2.55
2013-11-06,gpm6,0.64
2013-11-07,gpm1,6.115
2013-11-07,gpm2,31.345
2013-11-07,gpm3,27.295
2013-11-07,gpm4,37.335
2013-11-07,gpm5,42.475
2013-11-07,gpm6,46.38
2013-11-08,gpm1,15.03
2013-11-08,gpm2,18.99
2013-11-08,gpm3,14.74
2013-11-08,gpm4,14.14
2013-11-08,gpm5,14.865
2013-11-08,gpm6,14.82
2013-11-09,gpm1,18.975
2013-11-09,gpm2,16.075
2013-11-09,gpm3,12.44
2013-11-09,gpm4,28.35
2013-11-09,gpm5,19.235
2013-11-09,gpm6,20.435
2013-11-10,gpm1,7.08
2013-11-10,gpm2,4.53
2013-11-10,gpm3,1.33
2013-11-10,gpm4,3.175
2013-11-10,gpm5,2.375
2013-11-10,gpm6,0.295
2013-11-11,gpm1,4.61
2013-11-11,gpm2,3.64
2013-11-11,gpm3,0.58
2013-11-11,gpm4,4.16
2013-11-11,gpm5,1.705
2013-11-11,gpm6,0.395
2013-11-12,gpm1,6.59
2013-11-12,gpm2,5.295
2013-11-12,gpm3,4.415
2013-11-12,gpm4,5.295
2013-11-12,gpm5,4.525
2013-11-12,gpm6,4.44
2013-11-13,gpm1,0.59
2013-11-13,gpm2,0.375
2013-11-13,gpm3,0.015
2013-11-13,gpm4,2.715
2013-11-13,gpm5,0.32
2013-11-13,gpm6,0.245
2013-11-14,gpm1,1.405
2013-11-14,gpm2,1.815
2013-11-14,gpm3,0.755
2013-11-14,gpm4,1.885
2013-11-14,gpm5,1.57
2013-11-14,gpm6,0.69
2013-11-15,gpm1,2.795
2013-11-15,gpm2,0.06
2013-11-15,gpm3,0.5
2013-11-15,gpm4,3.895
2013-11-15,gpm5,8.27
2013-11-15,gpm6,0.12
2013-11-16,gpm1,1.64
2013-11-16,gpm2,1.7
2013-11-16,gpm3,1.25
2013-11-16,gpm4,5.02
2013-11-16,gpm5,2.2
2013-11-16,gpm6,2.485
2013-11-17,gpm1,5.155
2013-11-17,gpm2,4.355
2013-11-17,gpm3,6.53
2013-11-17,gpm4,5.39
2013-11-17,gpm5,4.325
2013-11-17,gpm6,4.935
2013-11-18,gpm1,14.345
2013-11-18,gpm2,8.63
2013-11-18,gpm3,7.355
2013-11-18,gpm4,5.37
2013-11-18,gpm5,8.13
2013-11-18,gpm6,2.74
2013-11-19,gpm1,3.455
2013-11-19,gpm2,1.555
2013-11-19,gpm3,0.62
2013-11-19,gpm4,2.535
2013-11-19,gpm5,2.17
2013-11-19,gpm6,0.895
2013-11-20,gpm1,0.455
2013-11-20,gpm2,0.905
2013-11-20,gpm3,2.335
2013-11-20,gpm4,1.64
2013-11-20,gpm5,1.765
2013-11-20,gpm6,1.06
2013-11-21,gpm1,2.19
2013-11-21,gpm2,1.62
2013-11-21,gpm3,1.97
2013-11-21,gpm4,1.99
2013-11-21,gpm5,1.805
2013-11-21,gpm6,1.66
2013-11-22,gpm1,2.525
2013-11-22,gpm2,3.085
2013-11-22,gpm3,0.38
2013-11-22,gpm4,1.65
2013-11-22,gpm5,1.78
2013-11-22,gpm6,0.515
2013-11-23,gpm1,6.995
2013-11-23,gpm2,7.125
2013-11-23,gpm3,12.52
2013-11-23,gpm4,5.68
2013-11-23,gpm5,6.34
2013-11-23,gpm6,14.99
2013-11-24,gpm1,2.835
2013-11-24,gpm2,2.475
2013-11-24,gpm3,2.575
2013-11-24,gpm4,1.645
2013-11-24,gpm5,1.72
2013-11-24,gpm6,1.86
2013-11-25,gpm1,7.145
2013-11-25,gpm2,8.385
2013-11-25,gpm3,11.48
2013-11-25,gpm4,7.12
2013-11-25,gpm5,8.77
2013-11-25,gpm6,8.845
2013-11-26,gpm1,0.06
2013-11-26,gpm2,0.09
2013-11-26,gpm3,0.055
2013-11-26,gpm4,1.145
2013-11-26,gpm5,0.23
2013-11-26,gpm6,0.29
2013-11-27,gpm1,2.56
2013-11-27,gpm2,3.325
2013-11-27,gpm3,4.405
2013-11-27,gpm4,1.345
2013-11-27,gpm5,2.13
2013-11-27,gpm6,2.22
2013-11-28,gpm1,1.94
2013-11-28,gpm2,2.415
2013-11-28,gpm3,3.755
2013-11-28,gpm4,1.84
2013-11-28,gpm5,1.88
2013-11-28,gpm6,2.395
2013-11-29,gpm1,1.77
2013-11-29,gpm2,1.44
2013-11-29,gpm3,3.0
2013-11-29,gpm4,2.295
2013-11-29,gpm5,2.21
2013-11-29,gpm6,2.735
2013-11-30,gpm1,2.945
2013-11-30,gpm2,2.68
2013-11-30,gpm3,3.14
2013-11-30,gpm4,2.23
2013-11-30,gpm5,2.795
2013-11-30,gpm6,3.11
2013-12-01,gpm1,10.745
2013-12-01,gpm2,13.435
2013-12-01,gpm3,13.885
2013-12-01,gpm4,5.54
2013-12-01,gpm5,5.885
2013-12-01,gpm6,5.205
2013-12-02,gpm1,3.02
2013-12-02,gpm2,3.32
2013-12-02,gpm3,3.18
2013-12-02,gpm4,2.09
2013-12-02,gpm5,3.24
2013-12-02,gpm6,3.12
2013-12-03,gpm1,26.27
2013-12-03,gpm2,37.01
2013-12-03,gpm3,41.015
2013-12-03,gpm4,19.37
2013-12-03,gpm5,28.29
2013-12-03,gpm6,25.575
2013-12-04,gpm1,8.32
2013-12-04,gpm2,13.51
2013-12-04,gpm3,14.86
2013-12-04,gpm4,6.395
2013-12-04,gpm5,11.415
2013-12-04,gpm6,11.205
2013-12-05,gpm1,10.99
2013-12-05,gpm2,11.88
2013-12-05,gpm3,15.31
2013-12-05,gpm4,7.35
2013-12-05,gpm5,10.675
2013-12-05,gpm6,14.265
2013-12-06,gpm1,3.025
2013-12-06,gpm2,3.76
2013-12-06,gpm3,6.07
2013-12-06,gpm4,2.305
2013-12-06,gpm5,1.98
2013-12-06,gpm6,5.545
2013-12-07,gpm1,0.32
2013-12-07,gpm2,1.255
2013-12-07,gpm3,1.655
2013-12-07,gpm4,0.51
2013-12-07,gpm5,1.24
2013-12-07,gpm6,1.475
2013-12-08,gpm1,0.92
2013-12-08,gpm2,0.985
2013-12-08,gpm3,0.77
2013-12-08,gpm4,0.99
2013-12-08,gpm5,1.13
2013-12-08,gpm6,1.035
2013-12-09,gpm1,0.765
2013-12-09,gpm2,0.195
2013-12-09,gpm3,0.015
2013-12-09,gpm4,11.925
2013-12-09,gpm5,0.56
2013-12-09,gpm6,0.0
2013-12-10,gpm1,14.17
2013-12-10,gpm2,14.36
2013-12-10,gpm3,12.91
2013-12-10,gpm4,14.7
2013-12-10,gpm5,15.36
2013-12-10,gpm6,11.2
2013-12-11,gpm1,10.0
2013-12-11,gpm2,10.84
2013-12-11,gpm3,17.1
2013-12-11,gpm4,9.4
2013-12-11,gpm5,8.91
2013-12-11,gpm6,9.24
2013-12-12,gpm1,4.16
2013-12-12,gpm2,3.545
2013-12-12,gpm3,2.79
2013-12-12,gpm4,7.7
2013-12-12,gpm5,7.38
2013-12-12,gpm6,5.82
2013-12-13,gpm1,17.045
2013-12-13,gpm2,31.265
2013-12-13,gpm3,10.005
2013-12-13,gpm4,14.58
2013-12-13,gpm5,12.41
2013-12-13,gpm6,14.685
2013-12-14,gpm1,0.315
2013-12-14,gpm2,0.015
2013-12-14,gpm3,0.0
2013-12-14,gpm4,1.89
2013-12-14,gpm5,0.66
2013-12-14,gpm6,1.025
2013-12-15,gpm1,2.56
2013-12-15,gpm2,9.195
2013-12-15,gpm3,29.96
2013-12-15,gpm4,5.615
2013-12-15,gpm5,4.965
2013-12-15,gpm6,9.48
2013-12-16,gpm1,0.0
2013-12-16,gpm2,0.0
2013-12-16,gpm3,0.0
2013-12-16,gpm4,0.01
2013-12-16,gpm5,0.65
2013-12-16,gpm6,0.0
2013-12-17,gpm1,0.0
2013-12-17,gpm2,0.0
2013-12-17,gpm3,0.0
2013-12-17,gpm4,0.0
2013-12-17,gpm5,0.485
2013-12-17,gpm6,0.0
2013-12-18,gpm1,0.595
2013-12-18,gpm2,0.175
2013-12-18,gpm3,0.76
2013-12-18,gpm4,0.84
2013-12-18,gpm5,0.725
2013-12-18,gpm6,1.275
2013-12-19,gpm1,9.94
2013-12-19,gpm2,10.295
2013-12-19,gpm3,14.925
2013-12-19,gpm4,20.335
2013-12-19,gpm5,19.685
2013-12-19,gpm6,28.245
2013-12-20,gpm1,2.045
2013-12-20,gpm2,1.665
2013-12-20,gpm3,1.565
2013-12-20,gpm4,2.455
2013-12-20,gpm5,1.41
2013-12-20,gpm6,0.89
2013-12-21,gpm1,5.275
2013-12-21,gpm2,7.98
2013-12-21,gpm3,11.345
2013-12-21,gpm4,9.67
2013-12-21,gpm5,11.785
2013-12-21,gpm6,24.48
2013-12-22,gpm1,2.075
2013-12-22,gpm2,1.825
2013-12-22,gpm3,2.06
2013-12-22,gpm4,7.585
2013-12-22,gpm5,3.765
2013-12-22,gpm6,2.725
2013-12-23,gpm1,12.73
2013-12-23,gpm2,10.485
2013-12-23,gpm3,1.085
2013-12-23,gpm4,0.71
2013-12-23,gpm5,1.205
2013-12-23,gpm6,2.69
2013-12-24,gpm1,1.03
2013-12-24,gpm2,0.815
2013-12-24,gpm3,0.315
2013-12-24,gpm4,2.37
2013-12-24,gpm5,1.795
2013-12-24,gpm6,1.545
2013-12-25,gpm1,2.69
2013-12-25,gpm2,2.78
2013-12-25,gpm3,0.21
2013-12-25,gpm4,3.08
2013-12-25,gpm5,2.805
2013-12-25,gpm6,0.065
2013-12-26,gpm1,0.445
2013-12-26,gpm2,0.245
2013-12-26,gpm3,1.215
2013-12-26,gpm4,0.345
2013-12-26,gpm5,0.405
2013-12-26,gpm6,2.635
2013-12-27,gpm1,1.865
2013-12-27,gpm2,0.555
2013-12-27,gpm3,0.52
2013-12-27,gpm4,1.91
2013-12-27,gpm5,0.745
2013-12-27,gpm6,0.53
2013-12-28,gpm1,33.36
2013-12-28,gpm2,26.23
2013-12-28,gpm3,21.35
2013-12-28,gpm4,33.41
2013-12-28,gpm5,26.405
2013-12-28,gpm6,22.335
2013-12-29,gpm1,24.455
2013-12-29,gpm2,27.7
2013-12-29,gpm3,29.365
2013-12-29,gpm4,24.06
2013-12-29,gpm5,29.28
2013-12-29,gpm6,32.345
2013-12-30,gpm1,12.925
2013-12-30,gpm2,13.04
2013-12-30,gpm3,10.72
2013-12-30,gpm4,21.86
2013-12-30,gpm5,19.63
2013-12-30,gpm6,14.415
2013-12-31,gpm1,26.515
2013-12-31,gpm2,12.09
2013-12-31,gpm3,29.215
2013-12-31,gpm4,21.905
2013-12-31,gpm5,32.04
2013-12-31,gpm6,36.235
2014-01-01,gpm1,6.115
2014-01-01,gpm2,5.375
2014-01-01,gpm3,8.925
2014-01-01,gpm4,12.575
2014-01-01,gpm5,24.25
2014-01-01,gpm6,49.395
2014-01-02,gpm1,35.315
2014-01-02,gpm2,38.76
2014-01-02,gpm3,14.445
2014-01-02,gpm4,48.14
2014-01-02,gpm5,56.535
2014-01-02,gpm6,55.08
2014-01-03,gpm1,10.91
2014-01-03,gpm2,5.475
2014-01-03,gpm3,5.04
2014-01-03,gpm4,15.195
2014-01-03,gpm5,3.915
2014-01-03,gpm6,3.585
2014-01-04,gpm1,2.75
2014-01-04,gpm2,9.465
2014-01-04,gpm3,6.38
2014-01-04,gpm4,1.76
2014-01-04,gpm5,3.14
2014-01-04,gpm6,5.015
2014-01-05,gpm1,1.05
2014-01-05,gpm2,4.325
2014-01-05,gpm3,5.96
2014-01-05,gpm4,0.555
2014-01-05,gpm5,0.99
2014-01-05,gpm6,0.62
2014-01-06,gpm1,8.45
2014-01-06,gpm2,25.465
2014-01-06,gpm3,12.34
2014-01-06,gpm4,19.78
2014-01-06,gpm5,20.645
2014-01-06,gpm6,10.37
2014-01-07,gpm1,3.37
2014-01-07,gpm2,6.385
2014-01-07,gpm3,11.505
2014-01-07,gpm4,3.51
2014-01-07,gpm5,2.395
2014-01-07,gpm6,1.455
2014-01-08,gpm1,3.985
2014-01-08,gpm2,1.73
2014-01-08,gpm3,1.075
2014-01-08,gpm4,6.775
2014-01-08,gpm5,8.335
2014-01-08,gpm6,1.725
2014-01-09,gpm1,10.325
2014-01-09,gpm2,6.785
2014-01-09,gpm3,12.135
2014-01-09,gpm4,6.445
2014-01-09,gpm5,6.955
2014-01-09,gpm6,6.79
2014-01-10,gpm1,22.42
2014-01-10,gpm2,22.93
2014-01-10,gpm3,40.92
2014-01-10,gpm4,9.025
2014-01-10,gpm5,6.79
2014-01-10,gpm6,12.29
2014-01-11,gpm1,15.39
2014-01-11,gpm2,16.015
2014-01-11,gpm3,20.265
2014-01-11,gpm4,28.765
2014-01-11,gpm5,19.815
2014-01-11,gpm6,19.65
2014-01-12,gpm1,0.9
2014-01-12,gpm2,0.965
2014-01-12,gpm3,0.0
2014-01-12,gpm4,3.795
2014-01-12,gpm5,1.385
2014-01-12,gpm6,0.0
2014-01-13,gpm1,0.0
2014-01-13,gpm2,0.0
2014-01-13,gpm3,0.0
2014-01-13,gpm4,0.105
2014-01-13,gpm5,0.03
2014-01-13,gpm6,0.045
2014-01-14,gpm1,0.59
2014-01-14,gpm2,0.0
2014-01-14,gpm3,0.0
2014-01-14,gpm4,0.625
2014-01-14,gpm5,3.525
2014-01-14,gpm6,0.0
2014-01-15,gpm1,0.0
2014-01-15,gpm2,0.0
2014-01-15,gpm3,0.0
2014-01-15,gpm4,0.0
2014-01-15,gpm5,0.255
2014-01-15,gpm6,0.0
2014-01-16,gpm1,0.315
2014-01-16,gpm2,0.27
2014-01-16,gpm3,0.0
2014-01-16,gpm4,0.91
2014-01-16,gpm5,1.43
2014-01-16,gpm6,0.0
2014-01-17,gpm1,0.0
2014-01-17,gpm2,0.0
2014-01-17,gpm3,0.0
2014-01-17,gpm4,0.0
2014-01-17,gpm5,0.0
2014-01-17,gpm6,0.0
2014-01-18,gpm1,1.88
2014-01-18,gpm2,0.31
2014-01-18,gpm3,0.005
2014-01-18,gpm4,2.0
2014-01-18,gpm5,0.415
2014-01-18,gpm6,0.335
2014-01-19,gpm1,0.11
2014-01-19,gpm2,0.0
2014-01-19,gpm3,0.0
2014-01-19,gpm4,0.98
2014-01-19,gpm5,0.06
2014-01-19,gpm6,0.0
2014-01-20,gpm1,2.18
2014-01-20,gpm2,0.185
2014-01-20,gpm3,0.215
2014-01-20,gpm4,0.125
2014-01-20,gpm5,0.09
2014-01-20,gpm6,0.0
2014-01-21,gpm1,0.53
2014-01-21,gpm2,0.38
2014-01-21,gpm3,0.015
2014-01-21,gpm4,0.495
2014-01-21,gpm5,0.75
2014-01-21,gpm6,0.01
2014-01-22,gpm1,0.0
2014-01-22,gpm2,0.0
2014-01-22,gpm3,0.0
2014-01-22,gpm4,1.155
2014-01-22,gpm5,0.105
2014-01-22,gpm6,0.0
2014-01-23,gpm1,7.845
2014-01-23,gpm2,0.0
2014-01-23,gpm3,0.0
2014-01-23,gpm4,3.0
2014-01-23,gpm5,0.32
2014-01-23,gpm6,0.0
2014-01-24,gpm1,0.0
2014-01-24,gpm2,0.345
2014-01-24,gpm3,0.0
2014-01-24,gpm4,0.0
2014-01-24,gpm5,0.0
2014-01-24,gpm6,0.0
2014-01-25,gpm1,0.0
2014-01-25,gpm2,0.0
2014-01-25,gpm3,0.0
2014-01-25,gpm4,6.595
2014-01-25,gpm5,2.365
2014-01-25,gpm6,0.0
2014-01-26,gpm1,0.0
2014-01-26,gpm2,0.0
2014-01-26,gpm3,0.0
2014-01-26,gpm4,0.0
2014-01-26,gpm5,2.365
2014-01-26,gpm6,0.0
2014-01-27,gpm1,1.2
2014-01-27,gpm2,0.0
2014-01-27,gpm3,0.0
2014-01-27,gpm4,1.435
2014-01-27,gpm5,0.105
2014-01-27,gpm6,0.0
2014-01-28,gpm1,0.0
2014-01-28,gpm2,0.0
2014-01-28,gpm3,0.0
2014-01-28,gpm4,1.17
2014-01-28,gpm5,1.015
2014-01-28,gpm6,0.0
2014-01-29,gpm1,0.0
2014-01-29,gpm2,0.0
2014-01-29,gpm3,0.0
2014-01-29,gpm4,0.0
2014-01-29,gpm5,0.59
2014-01-29,gpm6,0.0
2014-01-30,gpm1,1.605
2014-01-30,gpm2,0.0
2014-01-30,gpm3,0.0
2014-01-30,gpm4,4.11
2014-01-30,gpm5,0.0
2014-01-30,gpm6,0.0
2014-01-31,gpm1,0.245
2014-01-31,gpm2,0.03
2014-01-31,gpm3,0.275
2014-01-31,gpm4,0.225
2014-01-31,gpm5,0.0
2014-01-31,gpm6,0.59
2014-02-01,gpm1,2.05
2014-02-01,gpm2,0.995
2014-02-01,gpm3,1.4
2014-02-01,gpm4,6.46
2014-02-01,gpm5,6.16
2014-02-01,gpm6,1.33
2014-02-02,gpm1,3.79
2014-02-02,gpm2,4.07
2014-02-02,gpm3,3.105
2014-02-02,gpm4,5.7
2014-02-02,gpm5,10.98
2014-02-02,gpm6,3.79
2014-02-03,gpm1,0.575
2014-02-03,gpm2,0.66
2014-02-03,gpm3,0.0
2014-02-03,gpm4,0.315
2014-02-03,gpm5,1.285
2014-02-03,gpm6,0.0
2014-02-04,gpm1,0.3
2014-02-04,gpm2,2.22
2014-02-04,gpm3,0.0
2014-02-04,gpm4,0.53
2014-02-04,gpm5,0.15
2014-02-04,gpm6,0.0
2014-02-05,gpm1,3.15
2014-02-05,gpm2,0.0
2014-02-05,gpm3,0.0
2014-02-05,gpm4,0.0
2014-02-05,gpm5,0.055
2014-02-05,gpm6,0.0
2014-02-06,gpm1,0.0
2014-02-06,gpm2,0.0
2014-02-06,gpm3,0.0
2014-02-06,gpm4,0.0
2014-02-06,gpm5,4.19
2014-02-06,gpm6,0.0
2014-02-07,gpm1,1.04
2014-02-07,gpm2,0.0
2014-02-07,gpm3,0.0
2014-02-07,gpm4,0.0
2014-02-07,gpm5,0.0
2014-02-07,gpm6,0.0
2014-02-08,gpm1,0.0
2014-02-08,gpm2,1.165
2014-02-08,gpm3,1.375
2014-02-08,gpm4,1.885
2014-02-08,gpm5,1.275
2014-02-08,gpm6,1.55
2014-02-09,gpm1,7.235
2014-02-09,gpm2,4.01
2014-02-09,gpm3,4.07
2014-02-09,gpm4,6.895
2014-02-09,gpm5,5.21
2014-02-09,gpm6,1.845
2014-02-10,gpm1,3.465
2014-02-10,gpm2,0.0
2014-02-10,gpm3,0.0
2014-02-10,gpm4,1.0
2014-02-10,gpm5,11.75
2014-02-10,gpm6,0.0
2014-02-11,gpm1,0.385
2014-02-11,gpm2,0.355
2014-02-11,gpm3,0.0
2014-02-11,gpm4,12.53
2014-02-11,gpm5,0.0
2014-02-11,gpm6,0.0
2014-02-12,gpm1,0.0
2014-02-12,gpm2,0.0
2014-02-12,gpm3,0.0
2014-02-12,gpm4,1.015
2014-02-12,gpm5,0.0
2014-02-12,gpm6,0.0
2014-02-13,gpm1,0.0
2014-02-13,gpm2,0.0
2014-02-13,gpm3,0.0
2014-02-13,gpm4,0.0
2014-02-13,gpm5,0.0
2014-02-13,gpm6,1.055
2014-02-14,gpm1,0.0
2014-02-14,gpm2,0.0
2014-02-14,gpm3,0.0
2014-02-14,gpm4,0.0
2014-02-14,gpm5,0.0
2014-02-14,gpm6,0.0
2014-02-15,gpm1,24.76
2014-02-15,gpm2,25.78
2014-02-15,gpm3,14.475
2014-02-15,gpm4,8.385
2014-02-15,gpm5,3.62
2014-02-15,gpm6,0.0
2014-02-16,gpm1,0.0
2014-02-16,gpm2,0.0
2014-02-16,gpm3,1.275
2014-02-16,gpm4,0.0
2014-02-16,gpm5,0.0
2014-02-16,gpm6,0.0
2014-02-17,gpm1,0.0
2014-02-17,gpm2,0.0
2014-02-17,gpm3,0.0
2014-02-17,gpm4,2.14
2014-02-17,gpm5,0.0
2014-02-17,gpm6,0.0
2014-02-18,gpm1,0.0
2014-02-18,gpm2,0.0
2014-02-18,gpm3,0.0
2014-02-18,gpm4,1.185
2014-02-18,gpm5,1.99
2014-02-18,gpm6,0.0
2014-02-19,gpm1,0.0
2014-02-19,gpm2,7.945
2014-02-19,gpm3,17.915
2014-02-19,gpm4,2.695
2014-02-19,gpm5,8.065
2014-02-19,gpm6,6.005
2014-02-20,gpm1,2.19
2014-02-20,gpm2,3.695
2014-02-20,gpm3,6.705
2014-02-20,gpm4,10.075
2014-02-20,gpm5,3.42
2014-02-20,gpm6,4.32
2014-02-21,gpm1,9.52
2014-02-21,gpm2,12.96
2014-02-21,gpm3,6.85
2014-02-21,gpm4,4.915
2014-02-21,gpm5,11.735
2014-02-21,gpm6,15.12
2014-02-22,gpm1,7.52
2014-02-22,gpm2,4.855
2014-02-22,gpm3,5.49
2014-02-22,gpm4,2.85
2014-02-22,gpm5,0.965
2014-02-22,gpm6,1.35
2014-02-23,gpm1,0.0
2014-02-23,gpm2,0.0
2014-02-23,gpm3,0.0
2014-02-23,gpm4,0.0
2014-02-23,gpm5,0.0
2014-02-23,gpm6,0.0
2014-02-24,gpm1,0.0
2014-02-24,gpm2,0.0
2014-02-24,gpm3,0.0
2014-02-24,gpm4,0.0
2014-02-24,gpm5,0.0
2014-02-24,gpm6,0.0
2014-02-25,gpm1,0.0
2014-02-25,gpm2,0.0
2014-02-25,gpm3,0.0
2014-02-25,gpm4,1.525
2014-02-25,gpm5,0.555
2014-02-25,gpm6,0.0
2014-02-26,gpm1,0.135
2014-02-26,gpm2,0.0
2014-02-26,gpm3,0.0
2014-02-26,gpm4,0.235
2014-02-26,gpm5,0.0
2014-02-26,gpm6,0.0
2014-02-27,gpm1,0.0
2014-02-27,gpm2,0.0
2014-02-27,gpm3,0.0
2014-02-27,gpm4,0.0
2014-02-27,gpm5,0.0
2014-02-27,gpm6,0.0
2014-02-28,gpm1,4.215
2014-02-28,gpm2,0.0
2014-02-28,gpm3,0.0
2014-02-28,gpm4,1.23
2014-02-28,gpm5,0.0
2014-02-28,gpm6,0.0
2014-03-01,gpm1,2.835
2014-03-01,gpm2,0.0
2014-03-01,gpm3,0.0
2014-03-01,gpm4,0.0
2014-03-01,gpm5,0.0
2014-03-01,gpm6,0.0
2014-03-02,gpm1,5.69
2014-03-02,gpm2,0.29
2014-03-02,gpm3,0.0
2014-03-02,gpm4,2.4
2014-03-02,gpm5,0.785
2014-03-02,gpm6,0.265
2014-03-03,gpm1,51.315
2014-03-03,gpm2,38.53
2014-03-03,gpm3,6.615
2014-03-03,gpm4,30.945
2014-03-03,gpm5,61.635
2014-03-03,gpm6,11.76
2014-03-04,gpm1,0.0
2014-03-04,gpm2,0.0
2014-03-04,gpm3,0.0
2014-03-04,gpm4,0.0
2014-03-04,gpm5,0.0
2014-03-04,gpm6,0.0
2014-03-05,gpm1,0.86
2014-03-05,gpm2,6.38
2014-03-05,gpm3,1.685
2014-03-05,gpm4,4.12
2014-03-05,gpm5,0.27
2014-03-05,gpm6,0.0
2014-03-06,gpm1,0.0
2014-03-06,gpm2,0.0
2014-03-06,gpm3,0.0
2014-03-06,gpm4,0.0
2014-03-06,gpm5,3.46
2014-03-06,gpm6,0.0
2014-03-07,gpm1,0.0
2014-03-07,gpm2,0.0
2014-03-07,gpm3,0.0
2014-03-07,gpm4,2.995
2014-03-07,gpm5,0.0
2014-03-07,gpm6,0.64
2014-03-08,gpm1,1.8
2014-03-08,gpm2,3.92
2014-03-08,gpm3,22.565
2014-03-08,gpm4,0.0
2014-03-08,gpm5,0.25
2014-03-08,gpm6,0.0
2014-03-09,gpm1,1.66
2014-03-09,gpm2,0.0
2014-03-09,gpm3,0.0
2014-03-09,gpm4,4.825
2014-03-09,gpm5,0.0
2014-03-09,gpm6,0.0
2014-03-10,gpm1,4.85
2014-03-10,gpm2,0.0
2014-03-10,gpm3,0.0
2014-03-10,gpm4,0.64
2014-03-10,gpm5,0.93
2014-03-10,gpm6,1.135
2014-03-11,gpm1,0.0
2014-03-11,gpm2,0.0
2014-03-11,gpm3,0.0
2014-03-11,gpm4,0.0
2014-03-11,gpm5,0.0
2014-03-11,gpm6,0.0
2014-03-12,gpm1,0.0
2014-03-12,gpm2,0.0
2014-03-12,gpm3,0.0
2014-03-12,gpm4,0.0
2014-03-12,gpm5,0.0
2014-03-12,gpm6,0.0
2014-03-13,gpm1,0.0
2014-03-13,gpm2,0.0
2014-03-13,gpm3,0.0
2014-03-13,gpm4,0.0
2014-03-13,gpm5,0.0
2014-03-13,gpm6,0.0
2014-03-14,gpm1,0.0
2014-03-14,gpm2,0.0
2014-03-14,gpm3,0.0
2014-03-14,gpm4,0.0
2014-03-14,gpm5,0.0
2014-03-14,gpm6,0.0
2014-03-15,gpm1,7.365
2014-03-15,gpm2,18.85
2014-03-15,gpm3,29.155
2014-03-15,gpm4,6.14
2014-03-15,gpm5,10.87
2014-03-15,gpm6,20.465
2014-03-16,gpm1,20.345
2014-03-16,gpm2,18.295
2014-03-16,gpm3,15.475
2014-03-16,gpm4,9.64
2014-03-16,gpm5,10.39
2014-03-16,gpm6,11.365
2014-03-17,gpm1,3.855
2014-03-17,gpm2,6.865
2014-03-17,gpm3,6.165
2014-03-17,gpm4,3.965
2014-03-17,gpm5,2.095
2014-03-17,gpm6,2.07
2014-03-18,gpm1,8.985
2014-03-18,gpm2,12.385
2014-03-18,gpm3,23.315
2014-03-18,gpm4,16.655
2014-03-18,gpm5,8.575
2014-03-18,gpm6,7.085
2014-03-19,gpm1,4.495
2014-03-19,gpm2,5.38
2014-03-19,gpm3,4.3
2014-03-19,gpm4,5.135
2014-03-19,gpm5,5.885
2014-03-19,gpm6,15.3
2014-03-20,gpm1,3.2
2014-03-20,gpm2,0.045
2014-03-20,gpm3,0.0
2014-03-20,gpm4,2.795
2014-03-20,gpm5,1.13
2014-03-20,gpm6,0.0
2014-03-21,gpm1,0.0
2014-03-21,gpm2,0.435
2014-03-21,gpm3,0.0
2014-03-21,gpm4,0.315
2014-03-21,gpm5,0.99
2014-03-21,gpm6,0.0
2014-03-22,gpm1,0.0
2014-03-22,gpm2,0.0
2014-03-22,gpm3,0.0
2014-03-22,gpm4,0.0
2014-03-22,gpm5,0.0
2014-03-22,gpm6,0.0
2014-03-23,gpm1,0.17
2014-03-23,gpm2,0.065
2014-03-23,gpm3,0.0
2014-03-23,gpm4,0.0
2014-03-23,gpm5,0.0
2014-03-23,gpm6,0.0
2014-03-24,gpm1,0.02
2014-03-24,gpm2,0.0
2014-03-24,gpm3,0.56
2014-03-24,gpm4,0.565
2014-03-24,gpm5,0.0
2014-03-24,gpm6,0.0
2014-03-25,gpm1,0.295
2014-03-25,gpm2,0.0
2014-03-25,gpm3,0.0
2014-03-25,gpm4,0.41
2014-03-25,gpm5,0.0
2014-03-25,gpm6,0.0
2014-03-26,gpm1,0.0
2014-03-26,gpm2,0.0
2014-03-26,gpm3,0.0
2014-03-26,gpm4,0.0
2014-03-26,gpm5,1.015
2014-03-26,gpm6,0.56
2014-03-27,gpm1,0.0
2014-03-27,gpm2,0.0
2014-03-27,gpm3,0.0
2014-03-27,gpm4,0.14
2014-03-27,gpm5,0.345
2014-03-27,gpm6,0.0
